row_id,점검일자,연월,지사,사업장,점검자,직급,점검유형,Area/공정,위험분류,위험요소원본,심각도원본,심각도점수,지적내용_평문,조치유형,조치활동분류,조치내용_평문,완료여부,지적내용,조치내용,적용맥락가중치,맥락가중치합,LLM심각도,판정방식,근거,위험분류_재검토
42,2026-06-23,2026-06,강원지사,안인,INSPECTOR_15,EHS팀 선임,지사 주관,강원지사_ 안인,기타,기타,개선필요 [하],1.0,온열질환 예방 및 대응관리 필요 고온 환경 작업에 따른 온열질환 발생 위험 체감온도 스티커를 활용하여 작업 전·중 실시간 온도 확인 및 온열질환 예방조치 이행 요청,즉시처리,기타,체감온도 스티커 부착,완료,"<지적사항>
온열질환 예방 및 대응관리 필요
<위험요인>
고온 환경 작업에 따른 온열질환 발생 위험
<조치요청>
체감온도 스티커를 활용하여 작업 전·중 실시간 온도 확인 및 온열질환 예방조치 이행 요청",체감온도 스티커 부착,,0,1.0,키워드보정,,
43,2026-06-23,2026-06,강원지사,안인,INSPECTOR_15,EHS팀 선임,지사 주관,강원지사_ 안인,전도,전도,개선필요 [상],3.0,"전기 판넬 전도 상태 확인 감전, 화재 및 폭발 위험 전기 판넬 원위치 복구 후 전도 방지를 위한 2중 고정 조치 요청",즉시처리,설치·구조물,전기 판넬 원위치 복구 및 2중 고정 확인,완료,"<지적사항>
전기 판넬 전도 상태 확인
<위험요인>
감전, 화재 및 폭발 위험
<조치요청>
전기 판넬 원위치 복구 후 전도 방지를 위한 2중 고정 조치 요청",전기 판넬 원위치 복구 및 2중 고정 확인,,0,3.0,키워드보정,,
44,2026-06-22,2026-06,경인지사,안성 3센터,INSPECTOR_17,EHS팀 선임,지사 주관,경인지사_ 안성 3센터,전도,전도,개선필요 [중],2.0,수도권 3물류 저온창고 화물 불안전한 적재로 붕괴위험,즉시처리,제거·차단,해당구간 화물 정리상태 확인,진행(조치 후),수도권 3물류 저온창고 화물 불안전한 적재로 붕괴위험,해당구간 화물 정리상태 확인,,0,2.0,키워드보정,,
45,2026-06-22,2026-06,경북지사,문덕창고,INSPECTOR_13,EHS팀 선임,지사 주관,문덕창고,끼임·협착,끼임ㆍ협착,개선필요 [중],2.0,로프절단기 로프 걸림에 따른 작동불가. 작업자 임의 수리 조치금지 중.,즉시처리,설치·구조물,안전관리자 입회 하 전원 전면차단 후 안전방호장치 제거. 내부 걸림 로프 제거 실시조치 완료.,진행(조치 후),로프절단기 로프 걸림에 따른 작동불가. 작업자 임의 수리 조치금지 중.,안전관리자 입회 하 전원 전면차단 후 안전방호장치 제거. 내부 걸림 로프 제거 실시조치 완료.,회전체·협착점인근,0,3.0,직접판정,"절단기는 협착위험기계, 기본2+가중1=3",
46,2026-06-22,2026-06,강원지사,동해,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 동해,온열·온도,온도ㆍ습도,개선필요 [하],1.0,계근실 내부 공간 냉난방장치 노후화로 인한 교체 필요 → 냉난방장치 교체예정,즉시처리,설치·구조물,계근실 내 냉난방장치 교체완료,완료,계근실 내부 공간 냉난방장치 노후화로 인한 교체 필요 → 냉난방장치 교체예정,계근실 내 냉난방장치 교체완료,,0,1.0,직접판정,"설비 노후화, 경미",
47,2026-06-22,2026-06,삼천포지사,삼천포발전,INSPECTOR_06,사원,지사 주관,삼천포지사_ 삼천포발전,기타,기타,개선필요 [하],1.0,흡연구역 내 의자 파손으로 착석 시 부상 위험 존재,즉시처리,설치·구조물,파손된 의자 폐기 후 새 의자로 교체,완료,흡연구역 내 의자 파손으로 착석 시 부상 위험 존재,파손된 의자 폐기 후 새 의자로 교체,,0,1.0,직접판정,낮음,
48,2026-06-22,2026-06,삼천포지사,삼천포발전,INSPECTOR_06,사원,지사 주관,삼천포지사_ 삼천포발전,정리정돈,정리정돈,개선필요 [하],1.0,로더 버킷 내부에 폐기물 보관,즉시처리,제거·차단,로더 버킷 내부 폐기물 처리,완료,로더 버킷 내부에 폐기물 보관,로더 버킷 내부 폐기물 처리,,0,1.0,직접판정,"정리정돈 문제, 낮음",
49,2026-06-22,2026-06,강원지사,동해,INSPECTOR_02,EHS팀 사원,지사 주관,강원지사_ 동해,온열·온도,온도ㆍ습도,개선필요 [하],1.0,온열질환 예방 목적 해당 식염정의 유통기한 도래로 교체 필요 → 식염정 즉시 교체,즉시처리,설치·구조물,기존 제품 폐기 및 식염정 즉시 교체완료,완료,온열질환 예방 목적 해당 식염정의 유통기한 도래로 교체 필요 → 식염정 즉시 교체,기존 제품 폐기 및 식염정 즉시 교체완료,,0,1.0,키워드보정,,
50,2026-06-19,2026-06,경인지사,안성 3센터,INSPECTOR_17,EHS팀 선임,지사 주관,경인지사_ 안성 3센터,전도,전도,개선필요 [중],2.0,바닥 콘크리트 균열로 화물 또는 지게차 전도 위험,,미분류,,진행(조치 전),바닥 콘크리트 균열로 화물 또는 지게차 전도 위험,,회전체·협착점인근,1,3.0,키워드보정,,
51,2026-06-19,2026-06,당진지사,당진지사,INSPECTOR_07,EHS팀 선임,지사 주관,당진지사,관리적미흡,관리적 미흡,개선필요 [중],2.0,- 1부두 운전원실 공기호흡기 보관 표지 탈락 - 공기호흡기 보관 운전원실 파악을 위한 표지 제작하여 부착,,미분류,,진행(조치 전),"- 1부두 운전원실 공기호흡기 보관 표지 탈락
- 공기호흡기 보관 운전원실 파악을 위한 표지 제작하여 부착",,,0,2.0,키워드보정,,
52,2026-06-19,2026-06,당진지사,당진지사,INSPECTOR_07,EHS팀 선임,지사 주관,당진지사,전도,전도,개선필요 [중],2.0,- 로더 탑승 작업발판에 수공구 보관으로 인한 이동중 전도위험 - 필요 수공구 운전석 내부 보관 코칭,,미분류,,진행(조치 전),"- 로더 탑승 작업발판에 수공구 보관으로 인한 이동중 전도위험
- 필요 수공구 운전석 내부 보관 코칭",,,0,2.0,키워드보정,,
53,2026-06-19,2026-06,전북지사,전주 동산역,INSPECTOR_09,EHS팀 선임,지사 주관,전북지사_ 전주 동산역,전도,전도,개선필요 [하],1.0,"- 상반기 TF 후속조치 결과에 따른 방지턱 설치를 하였으나, 하중을 버티지 못하고 지속적으로 파손 발생 - 해당 방지턱 철거 후 추후 바닥 공사 시 방지턱 공사 실시 예정",즉시처리,제거·차단,- 방지턱 철거 완료,완료,"[운송팀_동산역]
- 상반기 TF 후속조치 결과에 따른 방지턱 설치를 하였으나, 하중을 버티지 못하고 지속적으로 파손 발생
- 해당 방지턱 철거 후 추후 바닥 공사 시 방지턱 공사 실시 예정",- 방지턱 철거 완료,,0,1.0,직접판정,반복파손이나 사고사례 없음,
54,2026-06-18,2026-06,경인지사,안성 3센터,INSPECTOR_17,EHS팀 선임,지사 주관,경인지사_ 안성 3센터,충돌,충돌,개선필요 [중],2.0,"랙 코너 충돌방지 볼라드 파손으로 기능 상실, 교체 필요",,미분류,,진행(조치 전),"랙 코너 충돌방지 볼라드 파손으로 기능 상실, 교체 필요",,,0,2.0,키워드보정,,
55,2026-06-18,2026-06,경인지사,안성 3센터,INSPECTOR_17,EHS팀 선임,지사 주관,경인지사_ 안성 3센터,관리적미흡,관리적 미흡,개선필요 [중],2.0,방화셔터와 선반 덮개 간섭으로 화재 시 정상작동 제한,,미분류,,진행(조치 전),방화셔터와 선반 덮개 간섭으로 화재 시 정상작동 제한,,,0,2.0,직접판정,"화재 대응설비 저해, 화재발생요인 아님",
56,2026-06-18,2026-06,전북지사,군산항역,INSPECTOR_09,EHS팀 선임,지사 주관,전북지사_ 군산항역,전도,전도,개선필요 [하],1.0,- 탄력봉 체인링 탈락에 따른 보행자 통행 중 전도 위험,즉시처리,기타,조치 완료,완료,"[운송팀_군산항역]
- 탄력봉 체인링 탈락에 따른 보행자 통행 중 전도 위험",조치 완료,다수인원노출,1,2.0,키워드보정,,
57,2026-06-18,2026-06,전북지사,군산항역,INSPECTOR_09,EHS팀 선임,지사 주관,전북지사_ 군산항역,화재·폭발,화재,개선필요 [하],1.0,-흡연실 소화기 불량에 따른 교체 필요,즉시처리,설치·구조물,-소화기 교체 완료,완료,"[운송팀_군산항역]
-흡연실 소화기 불량에 따른 교체 필요",-소화기 교체 완료,화기·인화물인근,1,2.0,키워드보정,,
58,2026-06-17,2026-06,경인지사,의왕,INSPECTOR_03,EHS팀 주임,지사 주관,경인지사_ 의왕,충돌,충돌,개선필요 [중],2.0,CY 철도 선로변 화물차량 주행로 상 샤시를 주차해두어 차량 선회 시 충돌 위험 존재,즉시처리,기타,철도 선로변 샤시 이동 주차 및 지속 관리 중,진행(조치 후),CY 철도 선로변 화물차량 주행로 상 샤시를 주차해두어 차량 선회 시 충돌 위험 존재,철도 선로변 샤시 이동 주차 및 지속 관리 중,,0,2.0,키워드보정,,
59,2026-06-16,2026-06,경인지사,안성 1센터,INSPECTOR_17,EHS팀 선임,지사 주관,경인지사_ 안성 1센터,관리적미흡,관리적 미흡,개선필요 [중],2.0,화물간섭으로 인해 분전함 개폐가 원활치 않아 유사 시 개폐제한 화물이동 필요,즉시처리,점검·확인,분전함 정면 화물 이동상태 확인,완료,화물간섭으로 인해 분전함 개폐가 원활치 않아 유사 시 개폐제한 화물이동 필요,분전함 정면 화물 이동상태 확인,,0,2.0,키워드보정,,
60,2026-06-16,2026-06,경인지사,안성 1센터,INSPECTOR_17,EHS팀 선임,지사 주관,경인지사_ 안성 1센터,감전,감전,개선필요 [중],2.0,분전함 취급 시 감전발생 위험으로 외함접지 필요,즉시처리,점검·확인,분전함 외함접지상태 확인,완료,분전함 취급 시 감전발생 위험으로 외함접지 필요,분전함 외함접지상태 확인,,0,2.0,키워드보정,,
61,2026-06-16,2026-06,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,추락,추락,개선필요 [중],2.0,"- 유연탄 3부두 모선(ADONIS) 6,7번 HOLD 수직사다리 계단참 파손으로 근로자 진입간 추락 위험 - 화주사 내용 전달 및 본선측 요청하여 출입금지 조치 진행 추후 접안 전 수리상태 확인 예정",,미분류,,진행(조치 전),"- 유연탄 3부두 모선(ADONIS) 6,7번 HOLD 수직사다리 계단참 파손으로 근로자 진입간 추락 위험
- 화주사 내용 전달 및 본선측 요청하여 출입금지 조치 진행 추후 접안 전 수리상태 확인 예정",,고소·상부작업,2,4.0,키워드보정,,
62,2026-06-16,2026-06,전북지사,군산항 부두,INSPECTOR_04,EHS팀 책임,지사 주관,전북지사_ 군산항 부두,온열·온도,온도ㆍ습도,개선필요 [하],1.0,1. 한국해운 반장님 휴게시설 내 에어컨 고장으로 인해 수리 필요 2. 여름철 휴게시설 에어컨 작동되도록 조치 요함,즉시처리,설치·구조물,휴게시설 기존 스텐트 에어컨 철거 및 냉난방기로 교체 완료,완료,"[군산항 5부두]
1. 한국해운 반장님 휴게시설 내 에어컨 고장으로 인해 수리 필요
2. 여름철 휴게시설 에어컨 작동되도록 조치 요함",휴게시설 기존 스텐트 에어컨 철거 및 냉난방기로 교체 완료,,0,1.0,키워드보정,,
63,2026-06-15,2026-06,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,낙하·비래·붕괴,낙하ㆍ붕괴,개선필요 [중],2.0,- 유연탄 1부두 모선(ANDROS VIEW) 1번 HOLD 내부 구조물 파손으로 작업간 낙하위험 - 화주사 내용 전달 및 본선측 요청하여 임시조치 진행(로프 및 체인블럭 고정) 추후 접안 전 수리 상태 확인 예정,,미분류,,진행(조치 전),"- 유연탄 1부두 모선(ANDROS VIEW) 1번 HOLD 내부 구조물 파손으로 작업간 낙하위험
- 화주사 내용 전달 및 본선측 요청하여 임시조치 진행(로프 및 체인블럭 고정) 추후 접안 전 수리 상태 확인 예정",,밀폐공간,0,4.0,직접판정,"선박 홀드 내부는 밀폐공간 성격, 구조물파손+낙하위험 결합 → 기본2+가중2=4",
64,2026-06-15,2026-06,전북지사,군산항 부두,INSPECTOR_04,EHS팀 책임,지사 주관,전북지사_ 군산항 부두,전도,전도,개선필요 [하],1.0,1. 위험물저장소 LPG 고정조치 미실시,즉시처리,설치·구조물,위험물저장소 LPG 고정조치 완료,완료,"[군산항 7부두]
1. 위험물저장소 LPG 고정조치 미실시",위험물저장소 LPG 고정조치 완료,화기·인화물인근,1,2.0,키워드보정,,
65,2026-06-12,2026-06,당진지사,당진지사,INSPECTOR_07,EHS팀 선임,지사 주관,당진지사,충돌,충돌,개선필요 [상],3.0,- 유연탄 2부두 승하선기 출입문 설치 작업자 안전모 미착용 - 승하선기 난간 및 주변시설물 부딪힘 위험 안내,즉시처리,보호구지급,- 작업자 안전모 착용 및 작업진행 확인,완료,"- 유연탄 2부두 승하선기 출입문 설치 작업자 안전모 미착용
- 승하선기 난간 및 주변시설물 부딪힘 위험 안내",- 작업자 안전모 착용 및 작업진행 확인,,0,3.0,직접판정,"충돌위험+안전모미착용, 원등급 유지",
66,2026-06-12,2026-06,당진지사,당진지사,INSPECTOR_07,EHS팀 선임,지사 주관,당진지사,정리정돈,정리정돈,개선필요 [중],2.0,- 유연탄 2부두 항운노조 휴게실 출입문 주변 작업도구(호스) 적재 - 휴게실 이동중 넘어짐 및 부딪힘 위험으로 정리정돈 코칭,,미분류,,진행(조치 전),"- 유연탄 2부두 항운노조 휴게실 출입문 주변 작업도구(호스) 적재
- 휴게실 이동중 넘어짐 및 부딪힘 위험으로 정리정돈 코칭",,,0,2.0,직접판정,"정리정돈 문제, 다수인원 이동구간이나 매칭 보수적 미적용",
67,2026-06-12,2026-06,경북지사,문덕창고,INSPECTOR_13,EHS팀 선임,지사 주관,문덕창고,관리적미흡,관리적 미흡,개선필요 [중],2.0,팔레트 정리 작업 시 근골격계질환위험,즉시처리,제거·차단,파레트 정리 시 반드시 2인 1조 작업 실시 교육(24년도 파레트 적재작업 단독 수행 중 허리염좌 사고 안내),진행(조치 후),팔레트 정리 작업 시 근골격계질환위험,파레트 정리 시 반드시 2인 1조 작업 실시 교육(24년도 파레트 적재작업 단독 수행 중 허리염좌 사고 안내),,0,2.0,키워드보정,,
68,2026-06-12,2026-06,당진지사,당진지사,INSPECTOR_01,EHS팀 주임,지사 주관,당진지사,끼임·협착,끼임ㆍ협착,개선필요 [중],2.0,- 석회석 CSU TRAVEL MOTOR 커버 정비 진행 후 커버 미설치 - 회전체로 인해 안전사고 위험,즉시처리,설치·구조물,"- 정비업체 커버 취부 요청 완료,",완료,"- 석회석 CSU TRAVEL MOTOR 커버 정비 진행 후 커버 미설치 
- 회전체로 인해 안전사고 위험","- 정비업체 커버 취부 요청 완료,",,0,2.0,키워드보정,,
69,2026-06-12,2026-06,부산지사,용당,INSPECTOR_08,EHS팀 책임,지사 주관,부산지사_ 용당,감전,감전,개선필요 [하],1.0,용당 위험물 창고 입구 전봇대 분전함 안전표지 부착 미흡,즉시처리,기타,분전함 외부 안전표지 부착 완료,진행(조치 후),용당 위험물 창고 입구 전봇대 분전함 안전표지 부착 미흡,분전함 외부 안전표지 부착 완료,,0,1.0,키워드보정,,
